,Gene,aboral-1,aboral-2,aboral-3,aboral-4,oral-1,oral-2,oral-3,oral-4
7241,ML01612a,34.81279245,49.68184313,63.35429569,58.04138045,84.34316194,47.67186529,45.1252637,78.0398153
7242,ML030219a,1365.225996,1138.246513,1140.377322,1204.112706,1020.368905,1256.803721,1000.073412,1160.563539
7243,ML076016a,652.9750799,705.3047372,694.3288352,623.6989018,590.4021336,578.5630924,629.3144884,683.4058111
7244,ML08717a,6.586203976,2.66152731,5.992973916,0.983752211,7.334187995,7.584160387,6.098008608,5.574272522
7245,ML07489a,80.91622028,43.47161274,44.51923481,32.46382296,83.42638845,85.59266722,23.17243271,79.15466981
7246,ML086626a,288.8520887,299.8654103,233.7259827,328.5732385,374.0435878,256.7780017,341.4884821,326.6523698
7247,ML33013a,33.87190616,55.00489775,49.65606959,20.65879643,43.08835447,15.16832077,30.49004304,30.10107162
7248,ML010514a,95.9704008,40.81008543,59.07360003,44.2688495,99.92831143,75.84160387,57.32128092,68.00612476
7249,ML143910a,222.0491626,250.1835672,249.1364871,256.7593271,239.2778833,206.9392334,228.0655219,219.6263373
7250,ML204442a,3018.363194,2769.762754,2898.030958,3154.893341,3005.183531,2638.204363,2583.116446,2838.419568
7251,ML070245a,124.1969893,126.8661351,117.2910609,108.2127432,86.17670894,101.8444395,109.7641549,123.74885
7252,ML07394a,1109.304927,1203.010344,1217.429844,1200.177697,1485.173069,1229.717434,1258.628977,1150.529848
7253,ML092618a,505.2559336,376.1625265,487.9993046,436.7859817,321.7874983,339.1203144,426.8606026,499.4548179
7254,ML351719a,86.56153798,76.29711623,79.62093917,76.73267246,29.33675198,74.75815239,92.68973084,59.08728873
7255,ML00537a,756.472571,389.4701631,472.5888003,387.5983711,642.6582231,635.986021,479.3034766,609.8254139
7256,ML05362a,127.0196481,178.3223298,136.9822609,93.45646005,84.34316194,111.5955028,115.8621636,139.356813
7257,ML07695a,5.645317694,24.84092156,16.26664349,17.7075398,25.66965798,2.166902968,4.878406886,0
7258,ML11353a,764.9405475,651.1870153,736.2796526,753.5541936,980.0308709,710.7441734,745.1766519,769.249608
7259,ML16354a,599.3445619,507.4645405,504.2659481,333.4919995,653.6595051,348.8713778,681.7573624,637.6967765
7260,ML274427a,288.8520887,210.2606575,203.7611132,160.3516104,106.3457259,202.6054275,145.1326049,250.8422635
7261,ML34223a,5027.155407,4021.567766,4472.47082,4160.2881,5651.908624,4962.207796,4234.457177,4560.869777
7262,ML460819a,1037.797569,821.5247631,925.4864005,840.1243882,727.9181585,936.102082,829.3291707,810.4992246
7263,ML03463a,3.763545129,15.96916386,0,0.983752211,5.500640996,0,0,1.114854504
7264,ML145823a,694.3740764,321.1576288,502.5536698,469.2498047,504.2254247,509.2221974,265.8731753,354.5237324
7265,ML182512a,119.4925579,99.36368625,104.448974,112.1477521,45.83867497,133.2645325,91.47012912,83.61408782
7266,ML102250a,689.669645,644.9767849,671.2130786,779.1317511,770.0897395,785.5023258,728.1022278,715.7365918
7267,ML137610a,597.4627893,143.7224748,130.989287,12.78877874,797.5929445,213.4399423,209.7714961,462.6646193
7268,ML17568a,31.9901336,62.10230391,37.67012176,25.57755749,38.50448697,19.50212671,24.39203443,37.90505315
7269,ML005026a,1256.083187,842.8169816,887.8162787,1088.029945,826.012923,866.7611871,1003.732217,944.2817652
7270,ML043320a,314.2560183,419.6341393,340.7433741,416.1271853,388.7119637,322.8685422,342.7080838,266.4502265
7271,ML310318a,346.2461519,470.2031582,90.75074788,284.304389,91.67734994,81.25886129,291.4848115,358.9831504
7272,ML007810a,248.3939785,232.4400518,239.7189567,222.3279997,257.6133533,297.9491581,221.9675133,260.875954
7273,ML032328a,954.9995766,1155.990028,1005.10734,942.4346182,1244.978412,1101.870159,1018.367438,1052.422652
7274,ML03807a,343.4234931,333.5780896,323.6205915,368.9070791,354.7913443,302.282964,302.461227,294.3215891
7275,ML078918a,642.6253308,826.8478178,678.9183308,518.4374152,596.8195481,595.8983161,587.8480298,609.8254139
7276,ML148532a,11191.84233,11167.76859,11938.00404,11783.38398,18315.30097,10509.47939,11300.82955,12282.35207
7277,ML305538a,1268.314709,1180.83095,1248.250853,1474.644564,784.7581155,1413.904186,1208.625306,1128.232758
7278,ML046322a,281.3249984,418.7469635,370.7082437,341.3620172,368.5429468,196.1047186,341.4884821,302.1255707
7279,ML17481a,17.87683936,9.758933471,12.84208696,12.78877874,11.00128199,27.0862871,13.41561894,21.18223558
7280,ML16921a,15.05418052,13.30763655,23.11575653,26.5613097,2.750320498,17.33522374,15.85482238,17.83767207
7281,ML03093a,347.1870382,338.0139684,332.1819828,288.2393978,431.8003182,360.7893441,342.7080838,311.0444067
7282,ML14091a,3.763545129,8.871757701,3.424556524,1.967504422,0,5.417257419,2.439203443,1.114854504
7283,ML14393a,1.881772565,3.54870308,5.992973916,3.935008844,0,0,1.219601722,5.574272522
7284,ML143018a,0,0,0,1.967504422,0,3.250354452,6.098008608,0
7285,ML01465a,3.763545129,14.19481232,11.1298087,0.983752211,0,1.083451484,1.219601722,11.14854504
7286,ML063315a,607.8125384,616.5871602,559.0588525,754.5379459,966.2792684,642.4867299,637.8517004,638.811631
7287,ML174755a,2078.417798,2147.852539,2025.625184,2079.652174,1773.039948,1922.042932,2237.969159,1791.571188
7288,ML00712a,241.8077746,281.2347191,274.820661,238.0680351,165.0192299,232.942069,254.8967598,261.9908085
7289,ML04977a,55.51229066,17.7435154,36.81398263,10.82127432,8.250961495,44.42151084,6.098008608,16.72281756
7290,ML24334a,12.23152167,12.42046078,12.84208696,7.870017688,11.00128199,10.83451484,4.878406886,4.459418017
7291,ML06163a,261.5663865,368.1779446,345.8802089,297.0931677,299.7849343,278.4470313,292.7044132,276.4839171
7292,ML42041a,0.940886282,3.54870308,9.41753044,3.935008844,8.250961495,5.417257419,12.19601722,4.459418017
7293,ML00294a,106.3201499,78.95864354,79.62093917,87.55394678,129.2650634,86.67611871,93.90933256,96.99234188
7294,ML03546a,302.9653829,344.2241988,336.4626784,289.22315,665.5775606,295.7822551,280.508396,307.6998432
7295,ML13111a,286.9703161,305.1884649,154.9611827,216.4254864,404.2971132,281.6973858,210.9910978,264.2205175
7296,ML18938a,193.8225742,198.7273725,191.7751653,172.1566369,222.7759604,196.1047186,193.9166737,217.3966283
7297,ML030924a,297.3200652,224.4554698,214.8909219,212.4904776,134.7657044,257.8614532,210.9910978,208.4777923
7298,ML276916a,1037.797569,833.0580481,783.3673048,914.8895562,463.8873907,988.1077533,754.9334657,841.7151508
7299,ML03475a,76.21178887,102.9123893,100.1682783,140.6765662,141.1831189,107.2616969,123.1797739,118.1745775
7300,ML065741a,413.0490779,393.9060419,386.9748872,306.9306898,368.5429468,490.8035222,387.8333475,425.8744206
7301,ML082119a,5948.283077,7732.624012,6719.836038,8157.273334,6964.728275,6979.594459,11183.74779,7515.234214
7302,ML279819a,63.9802672,145.4968263,88.18233048,138.7090618,108.1792729,56.33947716,91.47012912,93.64777836
7303,ML08981a,455.3889607,620.1358633,581.3184699,590.2513266,720.5839705,644.6536329,557.3579868,571.9203607
7304,ML00303a,4802.283585,6607.685136,7276.326474,6723.946362,7024.318552,4814.858394,5073.543162,5528.563487
7305,ML057310a,279.4432259,224.4554698,273.9645219,351.1995393,265.8643148,252.4441957,240.2615392,246.3828455
7306,ML12348a,120.4334441,70.97406161,77.05252178,59.02513266,113.6799139,106.1782454,75.61530674,98.10719638
7307,ML00626a,34.81279245,7.097406161,10.27366957,14.75628317,11.91805549,31.42009303,25.61163615,28.98621711
7308,ML073013a,1282.428003,1794.756583,1397.219062,1728.452635,1595.185889,1335.89568,1417.177201,1216.306264
7309,ML00038a,213.5811861,165.901869,309.0662263,238.0680351,455.6364292,275.1966769,202.4538858,206.2480833
7310,ML00268a,50.80785925,51.45619467,53.93676525,86.57019457,27.50320498,48.75531677,58.54088264,60.20214323
7311,ML006930a,108.2019225,113.5584986,62.49815656,92.47270784,68.75801246,86.67611871,69.51729813,92.53292386
7312,ML025030a,131.7240795,107.3482682,155.8173218,158.384106,187.0217939,137.5983384,157.3286221,149.3905036
7313,ML03102a,1.881772565,0,0,0,0.916773499,5.417257419,0,1.114854504
7314,ML03344a,373.5318541,239.5374579,246.5680697,288.2393978,328.2049128,410.6281124,279.2887943,299.8958617
7315,ML03582a,77.15267515,112.6713228,82.18935657,93.45646005,161.3521359,119.1796632,81.71331535,79.15466981
7316,ML04442a,1464.959942,2271.169972,1911.758679,1951.764387,2442.284602,1909.041515,1992.829213,2153.898902
7317,ML047931a,488.3199805,462.2185762,476.0133568,395.4683888,524.3944417,526.5574211,451.252637,481.6171459
7318,ML04972a,140.1920561,78.95864354,95.03144353,60.00888487,110.9295934,154.9335622,87.81132396,105.9111779
7319,ML053610a,200.4087781,127.7533109,129.2770088,194.7829378,266.7810883,164.6846255,174.4030462,166.1133211
7320,ML053622a,0.940886282,0,0.856139131,0.983752211,2.750320498,0,2.439203443,2.229709009
7321,ML054426a,58.33494951,97.58933471,87.32619135,114.1152565,87.09348244,55.25602568,79.27411191,75.81010629
7322,ML05966a,404.5811014,455.1211701,422.9327307,372.842088,441.8848267,360.7893441,586.6284281,477.1577278
7323,ML069116a,247.4530923,215.5837121,251.7049045,252.8243182,311.7029898,250.2772928,276.8495908,231.8897369
7324,ML078812a,619.1031738,627.2332695,602.7219482,628.6176628,604.1537361,551.4768053,552.4795799,609.8254139
7325,ML08574a,250.2757511,209.3734817,259.4101567,215.4417342,417.1319422,250.2772928,201.2342841,234.1194459
7326,ML087215a,200.4087781,261.7168522,273.9645219,244.9543005,247.5288448,235.108972,186.5990634,204.0183743
7327,ML09002a,2907.338612,3120.197184,3523.012524,2958.142899,4465.603716,3111.672662,3261.215004,3090.376686
7328,ML093049a,815.7484068,1072.595506,968.2933571,913.905804,1415.498283,860.2604782,978.1205807,1020.091871
7329,ML12311a,312.3742457,340.6754957,345.8802089,368.9070791,306.2023488,347.7879263,320.7552528,276.4839171
7330,ML12681a,0.940886282,0,0,0.983752211,2.750320498,2.166902968,0,1.114854504
7331,ML13837a,116.669899,94.04063163,72.77182613,123.9527786,100.8450849,98.59408503,124.3993756,160.5390486
7332,ML13934a,548.5367026,560.6950867,432.3502611,405.3059109,370.3764938,490.8035222,313.4376425,515.062781
7333,ML14425a,93.14774195,39.92290966,70.20340873,49.18761055,80.67606795,79.09195832,71.95650158,75.81010629
7334,ML148927a,3062.584849,3632.097603,3017.034297,2788.937518,2676.061845,2924.235555,4207.62594,4537.457833
7335,ML15361a,14.11329424,21.29221848,22.2596174,8.853769899,5.500640996,14.08486929,9.756813773,17.83767207
7336,ML167013a,32.93101988,6.210230391,23.11575653,119.0340175,8.250961495,27.0862871,29.27044132,44.59418017
7337,ML172116a,278.5023396,273.2501372,285.0943306,240.0355395,349.2907033,316.3678333,235.3831323,299.8958617
7338,ML174712a,98.79305965,110.0097955,130.1331479,84.60269015,162.2689094,85.59266722,129.2777825,123.74885
7339,ML18252a,1.881772565,4.435878851,0,0.983752211,0,0,1.219601722,1.114854504
7340,ML207510a,33.87190616,54.11772198,35.10170437,34.43132739,22.00256399,24.91938413,51.22327231,25.6416536
7341,ML207915a,504.3150473,476.4133886,563.3395481,545.9824771,815.9284145,534.1415815,531.7463506,493.8805454
7342,ML210012a,1316.299909,1383.994201,1318.454262,1424.473202,1803.293473,1436.656668,1347.659902,1357.892786
7343,ML22252a,160.8915543,157.9172871,166.9471305,145.5953272,71.50833295,172.2687859,137.8149945,147.1607946
7344,ML388115a,406.462874,938.6319648,725.1498439,749.6191848,984.6147384,659.8219537,1002.512615,725.7702823
7345,ML43942a,50.80785925,42.58443697,46.23151307,35.4150796,31.17029898,32.50354452,30.49004304,50.16845269
7346,ML47131a,101.6157185,88.71757701,147.2559305,161.3353626,154.0179479,153.8501107,198.7950806,98.10719638
7347,ML48311a,63.9802672,30.16397618,41.09467828,29.51256633,25.66965798,28.16973858,42.68606026,33.44563513
7348,ML004439a,9.408862823,7.984581931,8.561391309,1.967504422,0.916773499,6.500708903,4.878406886,4.459418017
7349,ML27059a,363.182105,328.2550349,291.9434436,325.6219818,293.3675198,277.3635799,270.7515822,345.6048963
7350,ML019415a,201.3496644,86.94322547,120.7156175,86.57019457,199.8566229,175.5191404,98.78773945,146.0459401
7351,ML003257a,636.9800131,377.9368781,454.6098785,351.1995393,155.8514949,530.8912271,361.0021096,395.773349
7352,ML108913a,85.62065169,82.50734662,72.77182613,67.87890256,76.09220045,58.50638013,65.85849297,68.00612476
7353,ML01002a,1.881772565,0,0.856139131,5.902513266,0,0,2.439203443,0
7354,ML1541125a,0,0,0,0,0,1.083451484,4.878406886,0
7355,ML02771a,616.2805149,1195.912938,772.2374961,1328.065485,511.5596127,1109.454319,958.6069532,569.6906517
7356,ML09835a,968.1719845,907.5808128,841.5847657,906.0357863,1014.868264,941.5193395,941.5325291,963.2342917
7357,ML14961a,150.5418052,67.42535853,105.3051131,91.48895562,75.17542695,92.09337613,80.49371363,96.99234188
7358,ML181912a,7.527090259,7.097406161,0.856139131,1.967504422,10.08450849,8.667611871,4.878406886,5.574272522
7359,ML19208a,148.6600326,110.0097955,115.5787827,114.1152565,165.0192299,208.0226849,120.7405704,92.53292386
7360,ML040414a,143.9556012,171.2249236,175.5085218,151.4978405,67.84123896,113.7624058,171.9638427,173.9173027
7361,ML082120a,409.2855328,456.8955216,409.2345046,496.7948666,313.5365368,474.5517499,351.2452958,437.0229657
7362,ML154511a,389.5269209,412.5367331,398.1046959,580.4138045,250.2791653,424.7129817,484.1818835,358.9831504
7363,ML27361a,204.1723233,134.8507171,232.0137045,230.1980174,20.16901699,184.1867523,140.254198,219.6263373
7364,ML014418a,15.05418052,4.435878851,23.11575653,6.886265477,9.167734994,4.333805935,7.31761033,11.14854504
7365,ML32098a,1435.792467,929.7602071,929.7670962,916.8570607,800.343265,1209.131856,686.6357693,910.83613
7366,ML002610a,37.63545129,88.71757701,64.21043482,74.76516804,72.42510645,24.91938413,58.54088264,49.05359819
7367,ML017925a,244.6304334,221.7939425,207.1856697,242.0030439,257.6133533,219.9406512,252.4575564,276.4839171
7368,ML01807a,231.4580255,142.835299,181.5014958,147.5628317,77.92574745,149.5163048,163.4266307,187.2955567
7369,ML10252a,14.11329424,0,0,4.918761055,0,20.58557819,8.537212051,21.18223558
7370,ML13972a,9020.276789,8803.445167,8838.780387,9381.061084,14829.72813,8394.582097,8682.344656,9288.96773
7371,ML154521a,496.7879571,567.7924929,523.101009,621.7313974,513.3931597,589.3976072,680.5377607,652.189885
7372,ML170517a,15.05418052,23.95374579,20.54733914,10.82127432,18.33546999,14.08486929,37.80765337,25.6416536
7373,ML35913a,313.315132,222.6811183,244.8557914,243.9705483,242.9449773,247.0269383,362.2217113,318.8483882
7374,ML02732a,752.7090259,940.4063163,558.2027134,555.8199992,422.6325832,651.1543418,643.949709,682.2909566
7375,ML35881a,216.4038449,200.501724,188.3506088,201.6692033,168.6863239,97.51063355,221.9675133,195.0995383
7376,ML04714a,3947.017954,4391.520062,3749.033254,3425.425199,1872.968259,3837.585156,3839.30622,3700.2021
7377,ML01463a,321.7831086,401.0034481,442.6239307,568.608778,389.6287372,307.7002214,432.9586112,379.0505315
7378,ML02391a,1.881772565,78.07146777,51.36834785,12.78877874,51.33931597,7.584160387,10.97641549,7.80398153
7379,ML025013a,662.3839428,910.2423401,711.4516178,827.3356095,809.511,808.254807,920.7992998,882.9647674
7380,ML033114a,629.4529229,736.3558892,739.7042091,682.7240344,1083.626276,710.7441734,685.4161676,680.0612476
7381,ML204427a,298.2609515,275.9116645,230.3014262,217.4092386,251.1959388,286.0311917,287.8260063,315.5038247
7382,ML43432a,1002.043891,1069.933979,981.135444,1254.284069,723.334291,1241.6354,1803.790946,1347.859096
7383,ML097514a,4.704431412,16.85633963,8.561391309,4.918761055,20.16901699,10.83451484,13.41561894,7.80398153
7384,ML148525a,82.79799285,77.184292,66.77885221,74.76516804,44.00512797,60.6732831,73.1761033,79.15466981
7385,ML210013a,103.4974911,93.15345586,124.140174,64.92764593,127.4315164,54.17257419,54.88207747,69.12097927
7386,ML032215a,113.8472402,106.4610924,89.03846961,128.8715396,51.33931597,120.2631147,103.6661463,88.07350584
7387,ML06262a,2262.831509,2455.702532,2457.119306,2352.151537,3258.213017,2270.91431,2527.014767,2418.11942
7388,ML166416a,571.1179734,511.0132436,465.7396872,514.5024064,779.2574745,600.2321221,461.0094508,501.6845269
7389,ML28619a,86.56153798,3.54870308,20.54733914,0.983752211,58.67350396,50.92221974,13.41561894,88.07350584
7390,ML114618a,508.0785925,414.3110846,357.8661567,400.3871499,438.2177327,520.0567122,423.2017974,482.7320004
7391,ML065739a,507.1377062,574.889899,503.409809,599.1050965,674.7452956,421.4626272,720.7846175,666.6829936
7392,ML02631a,400.8175563,658.2844214,308.2100871,576.4787957,156.7682684,460.4668806,487.8406886,422.5298571
7393,ML01347a,56.45317694,50.5690189,59.07360003,96.40771668,61.42382446,61.75673458,97.56813773,101.4517599
7394,ML016719a,4389.234507,5968.031406,5821.74609,5248.318046,4248.328396,4429.149666,5393.078813,5311.166859
7395,ML044117a,610.6351972,475.5262128,526.5255655,484.0060878,645.4085436,606.732831,469.5466628,602.0214323
7396,ML07729a,585.2312676,447.1365881,442.6239307,501.7136276,561.0653816,573.145835,561.0167919,479.3874369
7397,ML35654a,15.05418052,6.210230391,5.992973916,2.951256633,1.833546999,5.417257419,1.219601722,8.918836035
7398,ML016332a,1.881772565,0,3.424556524,0.983752211,0,13.00141781,1.219601722,2.229709009
7399,ML092510a,6.586203976,1.77435154,4.280695655,9.83752211,1.833546999,4.333805935,2.439203443,4.459418017
7400,ML44422a,493.9652982,418.7469635,363.8591306,413.1759286,361.2087588,422.5460787,370.7589234,382.395095
7401,ML004944a,237.1033431,122.4302563,124.9963131,78.70017688,154.9347214,67.173992,69.51729813,139.356813
7402,ML02017a,193.8225742,121.5430805,159.2418783,153.4653449,118.2637814,157.1004652,106.1053498,159.4241941
7403,ML036516a,113.8472402,140.1737717,104.448974,116.0827609,55.00640996,128.9307266,108.5445532,103.6814689
7404,ML05691a,480.7928903,264.3783795,365.5714089,301.0281766,255.7798063,474.5517499,485.4014852,472.6983098
7405,ML068313a,3.763545129,0,0.856139131,2.951256633,1.833546999,6.500708903,2.439203443,4.459418017
7406,ML073279a,300.1427241,364.6292415,346.736348,350.2157871,444.6351472,348.8713778,400.0293647,316.6186792
7407,ML076913a,639.802672,807.3299508,779.0866091,783.06676,1219.308754,815.8389673,732.9806347,686.7503747
7408,ML09151a,0,0,6.849113047,0,0,0,0,0
7409,ML094332a,12.23152167,4.435878851,1.712278262,0.983752211,11.91805549,3.250354452,8.537212051,10.03369054
7410,ML106625a,1260.787618,1146.231095,1372.391027,1386.106865,1882.135994,1364.065418,1381.808751,1166.137812
7411,ML12628a,38.57633758,60.32795237,32.53328697,48.20385834,51.33931597,43.33805935,15.85482238,25.6416536
7412,ML13113a,608.7534247,440.9263578,477.725635,627.6339106,354.7913443,548.2264508,496.3779007,493.8805454
7413,ML154519a,115.7290127,86.0560497,157.5296001,134.7740529,176.0205119,154.9335622,132.9365877,115.9448684
7414,ML166415a,1079.196566,1412.383826,1215.717566,1282.812883,1561.265269,1320.727359,1213.503713,1369.041331
7415,ML199817a,239.926002,202.2760756,214.0347827,216.4254864,198.9398494,243.7765839,179.2814531,147.1607946
7416,ML216328a,70.56647118,46.13314005,51.36834785,71.8139114,35.75416648,59.58983161,100.0073412,113.7151594
7417,ML233110a,493.9652982,382.3727569,452.0414611,338.4107606,836.0974315,380.2914708,391.4921526,406.9218941
7418,ML24992a,125.1378756,118.8815532,99.31213919,99.35897331,123.7644224,150.5997563,119.5209687,108.1408869
7419,ML305517a,120.4334441,86.94322547,91.60688701,91.48895562,65.09091846,61.75673458,91.47012912,111.4854504
7420,ML42338a,350.009697,348.6600777,363.8591306,396.452141,294.2842933,334.7865085,364.6609148,347.8346053
7421,ML079732a,322.7239948,271.4757857,317.6276176,235.1167784,485.8899547,327.2023481,235.3831323,297.6661527
7422,ML26351a,4.704431412,0,3.424556524,0.983752211,1.833546999,0,0,1.114854504
7423,ML11031a,429.0441447,144.6096505,227.7330088,86.57019457,166.8527769,199.355073,124.3993756,179.4915752
7424,ML13711a,96.91128708,83.39452239,65.92271308,55.09012382,101.7618584,83.42576426,91.47012912,76.9249608
7425,ML184412a,93.14774195,80.73299508,100.1682783,102.3102299,53.17286297,106.1782454,69.51729813,89.18836035
7426,ML004431a,254.0392962,292.7680041,240.5750958,104.2777344,407.0474337,223.1910057,213.4303013,269.79479
7427,ML38071a,7.527090259,2.66152731,0.856139131,2.951256633,8.250961495,7.584160387,2.439203443,5.574272522
7428,ML181724a,25.40392962,70.97406161,203.7611132,170.1891325,81.59284145,95.34373058,115.8621636,17.83767207
7429,ML02432a,32.93101988,18.63069117,23.97189567,32.46382296,16.50192299,30.33664155,42.68606026,53.51301621
7430,ML007334a,1333.235862,1384.881377,1488.825949,1583.84106,1804.210247,1470.243664,1529.380559,1469.378237
7431,ML01319a,213.5811861,219.1324152,274.820661,232.1655218,230.1101483,208.0226849,214.649903,198.4441018
7432,ML016311a,183.4728251,167.6762206,187.4944697,166.2541237,262.1972208,223.1910057,168.3050376,153.8499216
7433,ML019132a,106.3201499,117.9943774,122.4278957,75.74892025,153.1011744,144.0990474,87.81132396,113.7151594
7434,ML02913a,193.8225742,143.7224748,166.9471305,140.6765662,194.3559819,216.6902968,147.5718083,173.9173027
7435,ML073268a,186.2954839,180.9838571,198.6242784,229.2142652,264.0307678,238.3593264,263.4339719,150.5053581
7436,ML08387a,1.881772565,1.77435154,0,0.983752211,4.583867497,1.083451484,0,5.574272522
7437,ML127021a,33.87190616,64.76383122,61.64201743,51.15511497,76.09220045,35.75389897,87.81132396,65.77641575
7438,ML22134a,164.6550994,148.1583536,133.5577044,137.7253095,121.0141019,158.1839166,191.4774703,200.6738108
7439,ML09175a,126.0787618,179.2095056,159.2418783,172.1566369,144.8502129,151.6832077,139.0345963,131.5528315
7440,ML137110a,1765.102666,797.5710173,1027.366957,812.5793263,1385.244758,1665.264931,950.0697411,1325.562006
7441,ML137111a,5.645317694,5.323054621,8.561391309,11.80502653,19.25224349,2.166902968,13.41561894,13.37825405
7442,ML368814a,0,0,0.856139131,0.983752211,0.916773499,2.166902968,1.219601722,1.114854504
7443,ML017928a,267.2117042,268.8142583,260.2662958,286.2718934,230.1101483,244.8600353,267.092777,256.416536
7444,ML368928a,714.1326883,739.9045923,1077.023027,865.7019457,661.9104666,699.9096586,907.3836809,742.4930999
7445,ML475510a,161.8324406,174.7736267,275.6768002,205.6042121,103.5954054,277.3635799,143.9130032,134.897395
7446,ML001517a,412.1081917,347.7729019,361.2907132,403.3384065,348.3739298,341.2872174,380.5157371,334.4563513
7447,ML161321a,4435.337935,3931.963013,4010.155689,3887.788738,4867.150508,4465.987016,4113.716607,4019.050488
7448,ML04272a,266.2708179,261.7168522,291.0873045,250.8568138,390.5455107,283.8642888,235.3831323,296.5512981
7449,ML071151a,9935.759142,13576.45081,8680.394648,9761.77319,9017.38414,8856.132429,9997.075312,9840.82071
7450,ML182513a,620.9849463,431.1674243,528.2378438,400.3871499,138.4327984,635.986021,430.5194077,335.5712058
7451,ML20834a,25.40392962,21.29221848,15.41050436,19.67504422,26.58643148,20.58557819,29.27044132,25.6416536
7452,ML45846a,164.6550994,271.4757857,334.7504002,265.613097,521.6441212,261.1118076,267.092777,226.3154644
7453,ML00013a,83.73887913,136.6250686,108.7296696,61.97638929,73.34187995,48.75531677,76.83490846,114.8300139
7454,ML012713a,229.5762529,186.3069117,134.4138436,202.6529555,268.6146353,192.8543641,196.3558772,208.4777923
7455,ML02381a,901.3690585,1215.430805,968.2933571,1017.199786,840.681299,779.0016169,1076.90832,993.3353633
7456,ML040422a,1996.560691,2728.065493,2352.670332,3050.615606,3205.956927,2588.365595,2891.675682,2605.414977
7457,ML057321a,541.9504986,655.6228941,566.7641047,647.3089549,538.1460441,448.5489143,654.9261245,535.1301621
7458,ML06043a,138.3102835,112.6713228,133.5577044,137.7253095,62.34059796,130.0141781,117.0817653,131.5528315
7459,ML06633a,9.408862823,8.871757701,23.97189567,12.78877874,22.91933749,17.33522374,23.17243271,12.26339955
7460,ML09178a,15.05418052,30.16397618,22.2596174,36.39883181,24.75288448,11.91796632,28.0508396,12.26339955
7461,ML102220a,843.9749953,896.9347036,898.0899483,1070.322406,1136.799139,902.515086,1031.783056,975.4976913
7462,ML12181a,25.40392962,0,5.992973916,0,8.250961495,17.33522374,23.17243271,17.83767207
7463,ML132519a,842.0932227,915.5653948,892.9531135,882.4257333,1258.730015,937.1855335,915.9208929,811.6140791
7464,ML214310a,11.29063539,30.16397618,21.40347827,29.51256633,19.25224349,11.91796632,19.51362755,18.95252657
7465,ML28831a,1658.782516,1905.653554,1963.127027,2058.009625,2011.401058,1016.277492,1840.378998,1709.071955
7466,ML37611a,91.26596939,26.6152731,113.0103653,137.7253095,168.6863239,74.75815239,164.6462324,91.41806935
7467,ML007434a,199.4678919,182.7582086,124.9963131,211.5067254,197.1063024,167.93498,234.1635306,229.6600279
7468,ML030421a,114.7881264,62.10230391,64.21043482,88.53769899,67.84123896,71.50779793,51.22327231,82.49923332
7469,ML06401a,254.0392962,264.3783795,233.7259827,274.4668669,263.1139943,235.108972,197.5754789,234.1194459
7470,ML073211a,861.8518346,795.7966658,840.7286266,778.1479989,649.0756376,790.9195832,764.6902795,826.1071877
7471,ML12044a,1980.565624,2078.652829,2071.000558,2338.379006,1895.887597,2031.471532,2028.197663,2000.048981
7472,ML137613a,0.940886282,0.88717577,4.280695655,0.983752211,0,0,2.439203443,0
7473,ML029616a,30.10836103,47.02031582,51.36834785,51.15511497,25.66965798,42.25460787,48.78406886,28.98621711
7474,ML07481a,0,3.54870308,0,0,0,8.667611871,0,6.689127026
7475,ML049716a,231.4580255,135.7378928,166.0909914,124.9365308,127.4315164,167.93498,117.0817653,147.1607946
7476,ML03135a,77.15267515,4.435878851,22.2596174,2.951256633,72.42510645,63.92363755,3.658805165,57.97243422
7477,ML172118a,455.3889607,333.5780896,326.1890089,483.0223356,544.5634586,266.529065,558.5775885,532.9004531
7478,ML21892a,120.4334441,40.81008543,41.09467828,43.28509728,23.83611098,31.42009303,59.76048436,64.66156125
7479,ML258250a,299.2018378,275.9116645,258.5540175,139.692814,426.2996772,274.1132254,164.6462324,341.1454783
7480,ML31038a,376.3545129,478.1877401,455.4660176,535.1612028,298.8681608,502.7214885,424.4213991,394.6584945
7481,ML32997a,191.9408016,87.83040124,113.8665044,75.74892025,27.50320498,139.7652414,84.15251879,95.87748737
7482,ML463526a,484.5564354,621.0230391,656.6587134,633.5364239,760.9220045,691.2420467,679.3181589,537.3598711
7483,ML03054a,1293.718638,1413.271002,1587.281949,1271.991609,1101.044973,1128.956446,1290.338621,1519.546689
7484,ML030512a,113.8472402,265.2655553,326.1890089,66.89515035,379.5442288,234.0255205,160.9874273,268.6799355
7485,ML03537a,143.0147149,116.2200259,97.59986092,155.4328493,103.5954054,118.0962117,119.5209687,105.9111779
7486,ML27056a,167.4777583,158.8044629,148.9682088,164.2866192,99.01153794,167.93498,129.2777825,162.7687576
7487,ML141124a,741.4183905,915.5653948,761.9638265,793.8880343,556.4815141,693.4089497,822.0115604,812.7289336
7488,ML08915a,175.9457348,184.5325602,300.5048349,242.0030439,292.4507463,111.5955028,186.5990634,139.356813
7489,ML010317a,798.8124537,915.5653948,830.454957,983.752211,677.4956161,799.5871951,936.6541222,799.3506796
7490,ML04301a,54.57140438,18.63069117,31.67714784,31.48007075,33.00384598,58.50638013,31.70964476,53.51301621
7491,ML124227a,0.940886282,0,0,0,0,0,2.439203443,3.344563513
